NAME,COUNTRY,CITY,POSTALCODE,WEBSITE,CONTACT_NAME,POSITION
THE INDIAN HOTELS COMPANY LIMITED (TAJ),India,Mumbai,400 001,https://navigate.itb.com/company/THE-INDIAN-HOTELS-COMPANY-LIMITED-TAJ--1040258,Azmin Siganporia,Area Director of Travel Industry Sales- International
The Julius Prague,Czechia,Praha 1 - Nové Město,110 00,https://navigate.itb.com/company/The-Julius-Prague--1216383,Katerina Oman,
THE KAYON HOTELS & RESORTS,Indonesia,Gianyar,80571,https://navigate.itb.com/company/THE-KAYON-HOTELS-RESORTS--1207830,I WAYAN SUCITRA,CEO
THE KINGDOM OF ESWATINI,Eswatini,MBABANE,H101,https://navigate.itb.com/company/THE-KINGDOM-OF-ESWATINI--1040276,HENRIETTA MDLULI,CUSTOMER LIAISON OFFICER
"The Laguna, a Luxury Collection Resort & Spa, Nusa Dua, Bali",Indonesia,Bali,80363,https://navigate.itb.com/company/The-Laguna-a-Luxury-Collection-Resort-Spa-Nusa-Dua-Bali--1214873,Yomi Octania,Senior Sales Manager
The Land of Legends,Türkiye,Antalya,07525,https://navigate.itb.com/company/The-Land-of-Legends--1100073,Meriç Gönülal,Marketing Director
The Lind Boracay,Philippines,Quezon,1110,https://navigate.itb.com/company/The-Lind-Boracay--1208113,Verniza Geronga,Director of Sales
The Long Beach Resort (Pvt) Ltd,Sri Lanka,Kohuwala,10250,https://navigate.itb.com/company/The-Long-Beach-Resort-Pvt-Ltd--1040294,Jeewa Kumara Pathirana,Head of Sales & Marketing
The Lovina Bali Resort,Indonesia,Buleleng,81119,https://navigate.itb.com/company/The-Lovina-Bali-Resort--1040295,Robert Stahl,Owner
The Lux Collective,France,PARIS,75009,https://navigate.itb.com/company/The-Lux-Collective--1040296,Marie Bichelot,"Sales, Marketing & Event Manager"
The Mora Zanzibar,Tanzania,Zanzibar,0,https://navigate.itb.com/company/The-Mora-Zanzibar--1217065,Ahmed Riad,CEO
The Nai Harn Phuket,Thailand,Phuket,83130,https://navigate.itb.com/company/The-Nai-Harn-Phuket--1206342,Frank Grassmann,General Manager
The Nanee,Nepal,Kathmandu Valley,44800,https://navigate.itb.com/company/The-Nanee--1215821,Shailaja Pradhanang,Executive Director
The Nuwaraeliya Hotels Company PLC,Sri Lanka,Colombo 03,00300,https://navigate.itb.com/company/The-Nuwaraeliya-Hotels-Company-PLC--1214532,Nadeem Lebbe,"Head of contracts , Marketing and E- Commerce"
Theofilos Chalkiadakis SA - Cactus Hotels,Greece,Stalis,GR 70007,https://navigate.itb.com/company/Theofilos-Chalkiadakis-SA---Cactus-Hotels--1208837,Nikos Chalkiadakis,CEO
"The Osaka Station Hotel, Autograph Collection",Japan,Osaka,530-0001,https://navigate.itb.com/company/The-Osaka-Station-Hotel-Autograph-Collection--1215564,Fumiya Igarashi,Director of Sales
The Paul JohnResorts & Hotels,India,Bangalore,560071,https://navigate.itb.com/company/The-Paul-JohnResorts-Hotels--1152223,Shelley Thayil,Chief Operating Officer
The Payogan Villa Resort and Spa Ubud,Indonesia,Gianyar,80571,https://navigate.itb.com/company/The-Payogan-Villa-Resort-and-Spa-Ubud--1216191,Agus P Permana Widura,Managing Director
The Polish Hotel Holding Group,Poland,Warsaw,02-148,https://navigate.itb.com/company/The-Polish-Hotel-Holding-Group--1217156,Tomasz Zubek,Sales Director
The Postcard Hotel,India,Gurgaon,122002,https://navigate.itb.com/company/The-Postcard-Hotel--1207435,Anshul Minocha,Deputy Vice President Sales
The ResDest Portfolio,Namibia,Windhoek,10005,https://navigate.itb.com/company/The-ResDest-Portfolio--1213484,Margo Bishop,Owner and Representative
The Residence Maldives,Maldives,Male',0000,https://navigate.itb.com/company/The-Residence-Maldives--1207669,Wendy Wok,Cluster Director of Marketing
The Residence Mauritius,Mauritius,Belle Mare,0,https://navigate.itb.com/company/The-Residence-Mauritius--1207862,Amanda Darmalingum,
"The Rif at Mangrove Beach Corendon Curaçao All-Inclusive, Curio by Hilton",Curaçao,Willemstad,0,https://navigate.itb.com/company/The-Rif-at-Mangrove-Beach-Corendon-Curaçao-All-Inclusive-Curio-by-Hilton--1026220,Ashari Mendes Neves,
"The Ritz-Carlton, Aruba and The St. Regis Aruba Resort",Aruba,Noord,0000,https://navigate.itb.com/company/The-Ritz-Carlton-Aruba-and-The-St--Regis-Aruba-Resort--1215013,Mirem Ubarri,Multi-Property Director of Sales & Marketing
"THE RITZ-CARLTON, BAHRAIN",Bahrain,MANAMA,0,https://navigate.itb.com/company/THE-RITZ-CARLTON-BAHRAIN--1207187,MICHAEL MOUNIR,
The Royal Pita Maha,Indonesia,Gianyar,80571,https://navigate.itb.com/company/The-Royal-Pita-Maha--1040404,I Wayan Pande Sutawan,Corporate General Manager
The Royal Senchi Hotel & Resort,Ghana,Senchi,00233,https://navigate.itb.com/company/The-Royal-Senchi-Hotel-Resort--1214696,Emmanuel kojo Mensah,Deputy General Manager
The Salil Hotel Riverside Bangkok,Thailand,Bangkok,10120,https://navigate.itb.com/company/The-Salil-Hotel-Riverside-Bangkok--1206345,Kullapranee Sawareephol,Vice President Commercial
THE SEMINYAK BEACH RESORT & SPA,Indonesia,BADUNG,80361,https://navigate.itb.com/company/THE-SEMINYAK-BEACH-RESORT-SPA--1040418,GEDE NGURAH GIRISUTA,SENIOR SALES MANAGER
The Soaltee Hotels & Resorts,Nepal,Kathmandu,44600,https://navigate.itb.com/company/The-Soaltee-Hotels-Resorts--1037735,Harish Kumar Bhatt,Director of Sales & Marketing
"The Standard, Hua Hin",Thailand,Prachuap Khiri Khan,77110,https://navigate.itb.com/company/The-Standard-Hua-Hin--1215836,Sukanya Viriyathanaporn,Director of Sales and Marketing
The Standard/ Huruvalhi Maldives,Maldives,Huruvalhi Island,00,https://navigate.itb.com/company/The-Standard/-Huruvalhi-Maldives--1216862,Lijo John,Commercial Director
The Twin Towers Hotel Bangkok,Thailand,Bangkok,10330,https://navigate.itb.com/company/The-Twin-Towers-Hotel-Bangkok--1206554,Athitaya Sangrattanatongkum,Cluster Director Of Sales and Marketing
THE UBUD VILLAGE,Indonesia,"Gianyar, Bali",80571,https://navigate.itb.com/company/THE-UBUD-VILLAGE--1040457,Adit Pande,Managing Director
The Victoria Falls Hotel,Zimbabwe,Victoria Falls,P.O. Box 10,https://navigate.itb.com/company/The-Victoria-Falls-Hotel--1040462,Faith Mwale,Sales Manager
The Vijitt Resort Phuket,Thailand,Phuket,83130,https://navigate.itb.com/company/The-Vijitt-Resort-Phuket--1040465,Kanokkorn Pruksakit,Director of Sales and Marketing
The Westin Maldives Miriandhoo Resort,Maldives,Male',0000,https://navigate.itb.com/company/The-Westin-Maldives-Miriandhoo-Resort--1215888,Kiymet Alimci,Director of Sales & Marketing
The Westin Resort & SPA Ubud Bali,Indonesia,"Ubud, Bali",80571,https://navigate.itb.com/company/The-Westin-Resort-SPA-Ubud-Bali--1040480,Johanes Lie,Director Of Sales & Marketing
The Westin Resort Nusa Dua Bali,Indonesia,Badung,80363,https://navigate.itb.com/company/The-Westin-Resort-Nusa-Dua-Bali--1040483,Ng Choi Choi,Director of Sales & Marketing
Thien Minh Travel Joint Stock Company,Vietnam,Hà Nội,10000,https://navigate.itb.com/company/Thien-Minh-Travel-Joint-Stock-Company--1040544,Anh Le,Brand Marketing Manager
Thokozani Wines & Hospitality,South Africa,Cape Town,7654,https://navigate.itb.com/company/Thokozani-Wines-Hospitality--1217031,Denise Belinda Stubbs,Director
Three Corners Hotels and Resorts,Egypt,Nasr City,4450113,https://navigate.itb.com/company/Three-Corners-Hotels-and-Resorts--1103207,Nader Adly,Regional Director of Sales and Marketing
Three Corners Hotels and resorts,Egypt,Cairo,4450113,https://navigate.itb.com/company/Three-Corners-Hotels-and-resorts--1216489,Nader Adly,Regional Director of Sales and Marketing
TITANIC HOTELS,Türkiye,Antalya,07100,https://navigate.itb.com/company/TITANIC-HOTELS--1040725,Tarik Egemen,
TOA HOTEL AND SPA ZANZIBAR,Tanzania,Zanzibar,2516,https://navigate.itb.com/company/TOA-HOTEL-AND-SPA-ZANZIBAR--1040783,Sega Igenge,Marketing
TOAN HUNG NHA TRANG COMPANY (ALIBU RESORT NHA TRANG),Vietnam,KHANH HOA,650000,https://navigate.itb.com/company/TOAN-HUNG-NHA-TRANG-COMPANY-ALIBU-RESORT-NHA-TRANG--1216226,MAI THI NGOC KIEU,DIRECTOR OF SALES
Ducale Hotels – Ducale Lara,Türkiye,Antalya,07110,https://navigate.itb.com/company/Ducale-Hotels-Ducale-Lara--1211996,Asuman Karaagac,Sales & Marketing Manager
"Tongxiang Puyuan Tourism Co., Ltd.",China,Puyuan,314502,https://navigate.itb.com/company/Tongxiang-Puyuan-Tourism-Co-Ltd--1214271,Yang Li,
Topas Ecolodge,Vietnam,Sa Pa,33000,https://navigate.itb.com/company/Topas-Ecolodge--1216145,THI THANH LOAN NGUYEN,Director of Sales
Topas Travel,Vietnam,Hanoi,10000,https://navigate.itb.com/company/Topas-Travel--1216146,Kim Ngan Nguyen,Sales Manager
Tourism Infratructure and Enterprise Zone Authority,Philippines,Pasay,1302,https://navigate.itb.com/company/Tourism-Infratructure-and-Enterprise-Zone-Authority--1216355,Maria Isabel Martinez,Supervising Marketing Specialist
Tourmind Corp Limited,China,HK,999077,https://navigate.itb.com/company/Tourmind-Corp-Limited--1214239,Bella He,Business Development Manager
TransMékong,Vietnam,Cần Thơ,94110,https://navigate.itb.com/company/TransMékong--1041471,Benoit Perdu,DGM
Travco Corporation Ltd,United Kingdom,London,EC2A 4UX,https://navigate.itb.com/company/Travco-Corporation-Ltd--1041511,Claudia Speetzen,Hotel Department Regional Manager - Germany
Travco Group International,Egypt,Egypt,12588,https://navigate.itb.com/company/Travco-Group-International--1206850,sylvia joseph george,
Travel Exclusive Asia,Thailand,Bangkok,10500,https://navigate.itb.com/company/Travel-Exclusive-Asia--1206555,Andre van der Marck,CEO
Travel Promoters,United Kingdom,Pulborough,RH20 3HD,https://navigate.itb.com/company/Travel-Promoters--1207673,Ailsa Tavares,Managing Director
TREND TOURISTIC SERVICES,Greece,HERAKLION,71303,https://navigate.itb.com/company/TREND-TOURISTIC-SERVICES--1157573,Nantia Kalogeraki,Contract Manager
TRENDY HOTEL,Türkiye,ANTALYA,07112,https://navigate.itb.com/company/TRENDY-HOTEL--1041710,SERKAN KARGINER,SALES AND MARKETING DIRECTOR
Tristar Hotelgruppe / Tristar Austria GmbH,Austria,Wien,1010,https://navigate.itb.com/company/Tristar-Hotelgruppe-/-Tristar-Austria-GmbH--1205468,Stella Lakits,Leisure & MICE Sales Manager
Tropical Island Management GmbH,Germany,Krausnick-Groß Wasserburg,15910,https://navigate.itb.com/company/Tropical-Island-Management-GmbH--1041860,Chris Probst,Key Account Manager Schools & Groups
Tropitel Hotels & Resorts,Egypt,Cairo,11341,https://navigate.itb.com/company/Tropitel-Hotels-Resorts--1041875,Nevien Naguib,Executive Secretary
TRUSTED DMC,Vietnam,Hanoi,100000,https://navigate.itb.com/company/TRUSTED-DMC--1041907,Linh Tuan Nguyen,CEO - Managing Director
Tschuggen Collection AG,Switzerland,Zürich,8032,https://navigate.itb.com/company/Tschuggen-Collection-AG--1216525,Ryan Imboden,
Part Owner / Marketing,South Africa,Storms River,6308,https://navigate.itb.com/company/Part-Owner-/-Marketing--1216831,Anita Lennox,CEO
TURACO COLLECTION,Tanzania,DAR ES SALAAM,0,https://navigate.itb.com/company/TURACO-COLLECTION--1042029,FLORENZO KIRAMBATA,DIRECTOR
Turim Hotels,Portugal,Lisboa,1150-129,https://navigate.itb.com/company/Turim-Hotels--1205396,Luis Santos,
Tüyap Palas Hotel,Türkiye,ISTANBUL,34500,https://navigate.itb.com/company/Tüyap-Palas-Hotel--1216711,MERVE DEMIR,
Twin Lotus Resort & Spa,Thailand,Krabi,81150,https://navigate.itb.com/company/Twin-Lotus-Resort-Spa--1042153,Mali Boonpektrakul,Director of Sales & Marketing
Two Seasons Hotel & Apartments,United Arab Emirates,Dubai,502222,https://navigate.itb.com/company/Two-Seasons-Hotel-Apartments--1206659,Ayman Arikat,Director of Sales and Revenue
UDS GROUP OF HOTELS,India,Trivandrum,695527,https://navigate.itb.com/company/UDS-GROUP-OF-HOTELS--1216839,Guru Prasad,Head Corporate Communication
UESO PANTANAL TOURS,Brazil,Mato Grosso,78175-000,https://navigate.itb.com/company/UESO-PANTANAL-TOURS--1216004,Sonia Schlatter,
Uganda Hotel Owners Association,Uganda,Kampala,33772,https://navigate.itb.com/company/Uganda-Hotel-Owners-Association--1217175,Susan Muhwezi,Chairlady
UGANDA HOTEL OWNERS ASSOCIATION.,Uganda,Kampala,33772,https://navigate.itb.com/company/UGANDA-HOTEL-OWNERS-ASSOCIATION--1207201,JEANNE BYAMUGISHA,EXECUTIVE DIRECTOR
Ukino Hotels,Portugal,Lisboa,1000-117,https://navigate.itb.com/company/Ukino-Hotels--1216645,Yolanda Mata,
Umodzi Park Resorts,Malawi,Lilongwe,000,https://navigate.itb.com/company/Umodzi-Park-Resorts--1214034,Grey Jumali,Sales & Marketing Manager
Umweltbundesamt,Germany,Dessau-Roßlau,06844,https://navigate.itb.com/company/Umweltbundesamt--1214949,Melanie Melanie Mausolf,Junior Manager Kommunikation & Marketing
UNA HOTELS T HOTEL CAGLIARI,Italy,CAGLIARI,09131,https://navigate.itb.com/company/UNA-HOTELS-T-HOTEL-CAGLIARI--1216598,CARMINE AIEZZA,Direttore Generale
Unembeza Boutique Lodge & Khiwane Boutique Hotel,South Africa,Hoedspruit,1380,https://navigate.itb.com/company/Unembeza-Boutique-Lodge-Khiwane-Boutique-Hotel--1215815,Arnold Streefkerk,Owner
Union Resorts (Pvt) Ltd,Sri Lanka,Colombo 03,00300,https://navigate.itb.com/company/Union-Resorts-Pvt-Ltd--1214630,Nuwan Rangana Fernando,Senior Manager Sales & Marketing
Universal Resorts,Maldives,Male',0000,https://navigate.itb.com/company/Universal-Resorts--1215896,Ibrahim Shifan,Assistant Director of Sales
Up Hotel Budapest,Hungary,Budapest,1067,https://navigate.itb.com/company/Up-Hotel-Budapest--1216863,Kitti Keszei-Sárközi,Leisure Sales Manager
Vakkaru Maldives,Maldives,Male',000,https://navigate.itb.com/company/Vakkaru-Maldives--1042696,Nuaas Mohamed,Director of Sales & Marketing
Valamar,Croatia,Porec,52440,https://navigate.itb.com/company/Valamar--1042707,Filip Mandić,Promotion and Brand partnership Manager
VAMED Vitality World,Austria,Wien,1230,https://navigate.itb.com/company/VAMED-Vitality-World--1214615,Sieglinde Dotter-Zlatnik,Sales
Vanajanlinna Group,Finland,Hämeenlinna,13330,https://navigate.itb.com/company/Vanajanlinna-Group--1215383,Riikka Arvola,Sales Manager
Van der Valk Hotel Berlin Brandenburg GmbH,Germany,Blankenfelde-Mahlow,15827,https://navigate.itb.com/company/Van-der-Valk-Hotel-Berlin-Brandenburg-GmbH--1042778,Mirjana Bleich,Marketing Manager
Van der Valk Kontiki Beach Resort Curaçao,Curaçao,Willemstad,0,https://navigate.itb.com/company/Van-der-Valk-Kontiki-Beach-Resort-Curaçao--1215829,Meike Longhitano,
VANTARAKIS HOTEL COLLECTION,Greece,GEORGIOUPOLIS,73007,https://navigate.itb.com/company/VANTARAKIS-HOTEL-COLLECTION--1216022,SOTIRIS MANOLITSAS,DIRECTOR OF SALES & CONTRACTS
Vasia Hotels,Greece,Heraklion,71307,https://navigate.itb.com/company/Vasia-Hotels--1207831,Christos Sifakis,Sales Manager
VIDA BEACH RESORT MARASSI AL BAHRAIN,Bahrain,MUHARRAQ,0,https://navigate.itb.com/company/VIDA-BEACH-RESORT-MARASSI-AL-BAHRAIN--1215817,MOHAMMAD BARAKAT,CLUSTER COMMERCIAL DIRECTOR
Vection Technologies LTD,Australia,Osbornepark,6017,https://navigate.itb.com/company/Vection-Technologies-LTD--1216626,Maria Petkova,Head of Procurement and Project Manager
Venosa Beach Resort & SPA,Türkiye,DIDIM - AYDIN,09270,https://navigate.itb.com/company/Venosa-Beach-Resort-SPA--1043043,Ugur HARPUT,General Manager
VENUS BEACH HOTEL,Cyprus,PAPHOS,8015,https://navigate.itb.com/company/VENUS-BEACH-HOTEL--1043056,APOSTOLOS MITROLIOS,SALES & MARKETING
Veranda Resort - MGallery,Thailand,Bangkok,10900,https://navigate.itb.com/company/Veranda-Resort---MGallery--1027333,Jidapa Niladhanadhon,Director of Business Development
Verkehrsbuero,Austria,Wien,1020,https://navigate.itb.com/company/Verkehrsbuero--1043152,Kurt Diesenreither,Marketing
Victoria Falls Safari Collection,Zimbabwe,Victoria Falls,N/A,https://navigate.itb.com/company/Victoria-Falls-Safari-Collection--1216752,Bryony Acutt,International Sales and Brand Manager
Radisson Blu LATVIJA Conference & Spa hotel,Latvia,Riga,LV-1010,https://navigate.itb.com/company/Radisson-Blu-LATVIJA-Conference-Spa-hotel--1215335,Darta Bekere,Sales Manager
Vila Baleira Hotels & Resorts,Portugal,Porto Santo,9400-085,https://navigate.itb.com/company/Vila-Baleira-Hotels-Resorts--1216634,Sandro Lopes,
Vila Bled und Hotel Elegans Brdo,Slovenia,Kranj,4000,https://navigate.itb.com/company/Vila-Bled-und-Hotel-Elegans-Brdo--1215093,Mateja Golja,Sales manager
Vila Galé Hotels,Portugal,Oeiras,2780-125,https://navigate.itb.com/company/Vila-Galé-Hotels--1043427,Sarah Gonçalves,
Villa Delisle Hotel & Spa,Réunion,Saint Pierre,97410,https://navigate.itb.com/company/Villa-Delisle-Hotel-Spa--1043438,Angélique Covelo,Représentante commerciale
VILLA DEVA RESORT & HOTEL BANGKOK,Thailand,Bangkok,10120,https://navigate.itb.com/company/VILLA-DEVA-RESORT-HOTEL-BANGKOK--1217166,Thanittha Kim,Sales Manager
Villa Haven Maldives,Maldives,South Ari Atoll,00140,https://navigate.itb.com/company/Villa-Haven-Maldives--1217129,Sadhaad Hakeem,Senior Sales Manager
VILLA QUARANTA TOMMASI WINE HOTEL & SPA,Italy,"Pescantina, Verona",37026,https://navigate.itb.com/company/VILLA-QUARANTA-TOMMASI-WINE-HOTEL-SPA--1043447,Stefania Matteoni,Sales Manager
Villa Resorts,Maldives,Male,20187,https://navigate.itb.com/company/Villa-Resorts--1043448,Shumaes Rasheed,"Associate Director, PR & Marketing"
Vincci EverEden 4* - Vincci Hoteles,Greece,Anavyssos,19013,https://navigate.itb.com/company/Vincci-EverEden-4*---Vincci-Hoteles--1207104,Natassa Sergkenlidi Pagoni,Regional Sales Director
Vinpearl Joint Stock Company,Vietnam,Nha Trang,57100,https://navigate.itb.com/company/Vinpearl-Joint-Stock-Company--1043496,Anh Huong Trang Le,Business Development Executive
Visit Qatar,Qatar,Doha,24624,https://navigate.itb.com/company/Visit-Qatar--1212942,Shagufta Parkar,
"Vistas Beyond Scenic Spot Management (Zhejiang) Co., Ltd.",China,"Tongxiang, Jiaxing, Zhejiang, P.R.C.",314599,https://navigate.itb.com/company/Vistas-Beyond-Scenic-Spot-Management-Zhejiang-Co-Ltd--1214553,Chunli Xu,
Viva Dash Hotel Seminyak,Indonesia,Denpasar,80361,https://navigate.itb.com/company/Viva-Dash-Hotel-Seminyak--1206182,Tresia Elena,General Manager
Viventium Hospitality Sales Network,Réunion,Piton Staint Leu,97424,https://navigate.itb.com/company/Viventium-Hospitality-Sales-Network--1215373,Christophe Carlier,CEO
voco Dubai,United Arab Emirates,Dubai,9940,https://navigate.itb.com/company/voco-Dubai--1043843,Fady Atwan,Area Commercial Director
voco Dubai The Palm,United Arab Emirates,Dubai,566771,https://navigate.itb.com/company/voco-Dubai-The-Palm--1215490,Rouxshin Vajifdar,Director of Sales and Marketing
Voulgaris Hopsitality Group,Greece,Corfu,49100,https://navigate.itb.com/company/Voulgaris-Hopsitality-Group--1216028,Christos Katsigiannis,Sales & Marketing Director
Voyage Hotels,Türkiye,ANTALYA,07230,https://navigate.itb.com/company/Voyage-Hotels--1043977,BIROL TURAN,
Waka Hotels & Resorts,Indonesia,Denpasar,80036,https://navigate.itb.com/company/Waka-Hotels-Resorts--1206406,Ni Wayan Kasiani,Assistant Director Sales & Marketing
Walibi Holland,Netherlands,Biddinghuizen,8256RJ,https://navigate.itb.com/company/Walibi-Holland--1205253,Bart Daams,Sales Representative / Marketing
Walt Disney World Swan and Dolphin and Swan Reserve,United States of America,Lake Buena Vista,32830,https://navigate.itb.com/company/Walt-Disney-World-Swan-and-Dolphin-and-Swan-Reserve--1207084,Livia Cohen,
Wangchuk Tours & Treks,Bhutan,Thimphu,11001,https://navigate.itb.com/company/Wangchuk-Tours-Treks--1044169,Pema Choki,Manager
Waterberry Zambezi Lodge,Zambia,Livingstone,0,https://navigate.itb.com/company/Waterberry-Zambezi-Lodge--1167052,Bertha Mayungo,Reservations & Marketing
Wayo Africa,Tanzania,Arusha,0000,https://navigate.itb.com/company/Wayo-Africa--1207050,Catherine Millington,Sales & Marketing Director
W Bali Seminyak,Indonesia,Denpasar,80361,https://navigate.itb.com/company/W-Bali-Seminyak--1044049,Fanny Purna Irianti,Director of Sales
WELLWORTH COLLECTION,Tanzania,DAR ES SALAAM,0,https://navigate.itb.com/company/WELLWORTH-COLLECTION--1044402,FREDRICK WAMBUA,Marketing Officer
White Pearl Resorts,South Africa,Johannesburg,2198,https://navigate.itb.com/company/White-Pearl-Resorts--1205326,Lusinda Landman,Sales Account Manager
Wilderness,Namibia,Windhoek,0,https://navigate.itb.com/company/Wilderness--1044634,Tracy Bekker,
